Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Fwd Packets/s,Min Packet Length,Max Packet Length,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Avg Fwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Init_Win_bytes_forward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,2213740.5210604193,9,3261.9790691370044,539.9671761756063,45.26004082910964,144.38952948969524,99.10093074298858,1851491.5882747625,205721.2875860847,1029.5810452967771,392859.54091440456,45496.504356380836,0,0,180,8.320176170823242,30.152297446394282,722.0130218423002,0,0,0,0,1,0,0.9868580446372596,144.38952948969524,102.80097804788996,1.4068257023712816,54.245785785654135,9,3261.9790691370044,8705.030331530652,7,13.018173834404575,34914.0152167327,4021.342160358608,52371.022825099055,17457.00760836635,257265.094194299,14766.128321540238,385897.6412914485,128632.5470971495,BENIGN
53,2537852.812413197,9,3759.132161619862,585.1913605079691,41.16078700516911,255.6198363360179,58.49661106078895,2814650.725623796,312738.9695137551,548.1911487351035,784392.1874189869,95886.58901099187,0,0,180,8.087795292013393,37.24400180970074,532.7397385909608,0,0,0,0,1,0,1.5032666475022092,255.6198363360179,107.53102590667429,0.8456231220267505,74.56870280025463,9,3759.132161619862,7590.325245914791,7,20.941619373453083,64137.67785110043,1787.7003215849677,96206.51677665065,32068.838925550215,147150.17612460162,20779.70580145871,220725.26418690244,73575.08806230081,BENIGN
53,2234434.801270942,9,1681.777577242819,415.0496427929141,30.601481512366647,160.21396397335184,104.05850390040732,1951698.0816211612,216855.34240235123,800.827702112218,385637.48393657233,73587.70328924971,0,0,180,1.6017331784779545,37.501725330772494,877.7268450939339,1,0,0,0,0,0,1.7901147179469206,160.21396397335184,87.02177916689655,2.58951132113149,55.4085332866268,9,1681.777577242819,8181.71115330405,9,18.411403589566046,37566.05801989057,5267.6832096235285,56349.087029835864,18783.029009945287,130545.21438344158,12264.357493210684,195817.82157516235,65272.60719172079,BENIGN
3306,1954551.9299589307,12,4655.156195088843,321.1252671337777,26.25162758335999,281.285477023769,121.18694554090337,1721976.9512758907,143498.0792729909,1091.081847837279,310931.0026894616,11219.717148971678,0,0,240,3.0686488967562084,26.83409706562522,545.4957307167837,1,1,0,0,1,0,0.8162004242854197,281.285477023769,94.42985378206292,0.5838892666637963,47.2123877226267,12,4655.156195088843,9449.040362142465,7,21.890322693736465,48396.2097600951,3868.221575960813,72594.31464014265,24198.10488004755,81786.03067985096,14807.087923802068,122679.04601977643,40893.01533992548,BENIGN
23,2059004.8765645619,9,2304.714706408188,655.13403487142,33.24046986013859,138.20951154263076,92.44722446624077,1523774.9954614516,169308.33282905017,914.0982340752312,385059.5435735658,26969.005629035662,0,1,180,6.814412293679249,35.678754670206864,578.4741430126838,0,0,0,1,1,0,1.0793001312378028,138.20951154263076,197.78590812734973,3.8962891809564146,78.00342295576746,9,2304.714706408188,8063.952657353062,6,19.45504817018578,64866.87198113959,3977.8860180022452,97300.3079717094,32433.435990569797,178792.99464701785,15188.131519886152,268189.49197052675,89396.49732350893,BENIGN
443,573031.74165985,249,16537.00031384084,302.75353406808966,47.91319550891695,132.57010085812652,50.517103480265845,506828.2982470596,2035.4550130404,33.55070182698194,3240.161538116923,213.0468075286109,0,0,4980,82.73789213689602,43.321559522937356,332.06653975398024,0,1,1,1,1,0,1.648161609176158,132.57010085812652,23.95248053052778,1.3378125257556432,17.271786283530158,249,16537.00031384084,11075.92662554774,124,28.885708783317273,36664.68502025251,5132.754431031516,54997.027530378764,18332.342510126255,22216.9482463292,29814.145677745335,33325.4223694938,11108.4741231646,DoS
3389,7847302.467211936,5,8933.229875034896,2033.1479486284666,35.020986565942934,910.6087538853089,64.7702263874172,6569079.590103897,1313815.9180207795,6623.211346417297,2738268.297741854,383717.7509523171,1,0,100,0.7292201238492855,28.449345637515673,2488.3082891159634,0,0,0,1,1,0,1.0120200726497026,910.6087538853089,448.45483281980324,6.8943110835935775,211.9582015452069,5,8933.229875034896,7221.831418808964,0,28.959509335983164,162672.9121336254,4768.3496782147995,244009.3682004381,81336.4560668127,659337.1356251417,21853.598255153345,989005.7034377125,329668.56781257084,Heartbleed
22,711728.6136987935,234,27835.965157984225,135.9016964524992,26.864965820942324,46.43291630053678,96.99870132919514,637103.2835180486,2722.6636047779853,37.27008204702281,4939.771028868353,718.7381210921553,0,0,4680,120.01061754669607,33.082149499193406,332.641421181858,0,1,1,1,1,0,0.7496859775494328,46.43291630053678,81.49441492921176,1.0601664547478737,2.8195670130645354,234,27835.965157984225,8638.541480759122,121,21.429462802664858,699.2848888213066,3295.9213706632854,1048.92733323196,349.6424444106533,133494.29253261167,20246.2581520766,200241.43879891752,66747.14626630583,DoS
21,958879.3781850629,13,4710.1633788376685,384.8181670943037,21.375857234171807,295.25029003827996,0.5338104158566352,923137.6747239532,71010.59036338102,1377.1524233255018,234676.764358037,12939.213011013757,0,0,260,0.8635894875045222,23.105126300538156,439.1615254797392,0,0,0,1,1,0,1.7230875699770616,295.25029003827996,112.69641838561817,1.427299729287849,75.01244156707344,13,4710.1633788376685,5704.289417807309,6,20.8501983903742,42615.062602531674,3891.0214771780948,63922.59390379751,21307.531301265837,202490.34231450383,30304.402116105288,303735.5134717557,101245.17115725191,BENIGN
3389,2294925.1231576363,13,5797.316496504064,546.7530179293936,50.823036890287156,276.5127662729499,61.353808232837565,2197019.309030507,169001.48531003902,802.8429682233754,478150.49601352896,35232.78120847138,1,0,260,3.184019848656663,27.94999834823948,594.3842314305972,0,0,0,1,0,0,0.391607080982062,276.5127662729499,129.5214180175761,3.0948040974017257,30.910332283291183,13,5797.316496504064,5042.9288461717715,5,18.52064677378799,55460.711435787394,4650.524364113198,83191.0671536811,27730.355717893697,237503.60913955636,24911.606969859116,356255.41370933456,118751.80456977818,BENIGN
8080,1463499.9229508229,9,1774.120020693196,494.3514561889085,40.72691307250856,244.3732446791044,97.16523959253175,1307297.2536913669,145255.25041015187,1445.9505195542067,216933.28600652862,42237.04583647262,0,0,180,6.519683618458002,37.61257913544351,665.447762608625,0,0,0,1,1,0,0.8803531586187836,244.3732446791044,122.09791564964911,1.9216889681409115,52.1033197693127,9,1774.120020693196,8722.918907521667,3,14.297426157720722,50670.90366767057,3559.3882328314744,76006.35550150587,25335.451833835286,136683.7839879197,11972.448640947303,205025.67598187958,68341.89199395986,BENIGN
21,127036.21070722946,397,8895.974621741958,193.70170892395046,37.01489652026419,33.15854825898934,80.70963138340636,116522.62005752852,293.5078590869736,16.83800803532189,540.9621945166347,83.83231349887703,0,0,7940,291.8181426982614,27.807348896595563,235.4365136501831,0,1,0,0,1,0,0.2752196972791361,33.15854825898934,28.41858904568244,1.2559670368348197,34.23241182679646,397,8895.974621741958,3718.1561263466983,219,17.967972438296965,1956.7180021255508,4039.8861575361057,2935.077003188326,978.3590010627754,3160.313625016486,25831.05497081086,4740.470437524729,1580.156812508243,PortScan
23,77913.36991300079,408,9150.150418539459,40.69061479213849,51.7297515940178,10.723706857866691,58.95530883363381,55948.62253913987,137.12897681161732,32.47735413499778,314.58461258484624,27.43507597552596,0,0,8160,191.6818596677935,33.81000164428445,150.97683986016526,0,1,0,0,1,0,1.1222778532064468,10.723706857866691,5.184793691607791,0.08761777740752137,29.149810034571413,408,9150.150418539459,15020.972926989685,185,22.913915682389238,5904.5582366894,2718.8483137829617,8856.837355034098,2952.2791183447,82507.31354908521,27855.008471571935,123760.97032362781,41253.65677454261,PortScan
22,1531275.9900899457,57,13069.381043645135,408.7090863401085,31.878398147215,356.25085528027125,50.49301594489778,1583411.5844989473,27779.15060524469,176.83025895398347,74893.32262484083,10277.925039861604,0,0,1140,31.213219239005685,34.358540513269105,339.7892630095926,0,1,0,0,0,0,0.9864939285684581,356.25085528027125,71.13298275097262,0.01065763393227348,66.68929683343828,57,13069.381043645135,8424.737402970242,30,21.84880363140629,36347.568312440184,7076.528795604408,54521.352468660276,18173.784156220092,51599.32963182249,20196.80397901165,77398.99444773374,25799.664815911245,Web Attack
21,2800023.640659804,12,2967.292041684957,471.60637502542386,33.334773391211705,311.7456544612581,39.408446727802364,2256085.3031790433,188007.1085982536,1624.9099927100112,258533.0123383432,19299.13935852882,0,0,240,5.436596173562305,36.475511617390545,517.1241984480841,0,0,0,0,0,0,0.9667762669409553,311.7456544612581,58.78334665289905,2.047428360791162,70.64380099597234,12,2967.292041684957,11947.99559793783,5,16.821235168918186,47817.19146644691,7084.356776613939,71725.78719967036,23908.595733223454,198446.25665733192,20950.550650410543,297669.38498599787,99223.12832866596,BENIGN
22,2536266.6823550975,14,5885.336690237322,330.1841825635282,43.10502220215464,297.5774839048863,20.415689552988653,2254640.7937404104,161045.77098145787,971.0871735641427,351159.4882847331,21752.898753140867,0,0,280,4.113387868119043,16.43745938855149,439.93819412470714,0,0,0,1,1,0,0.40720125870443347,297.5774839048863,76.3320528446923,2.0676360015561945,50.537995291948576,14,5885.336690237322,8886.378213148131,5,13.792210131195322,38745.87873312097,2701.6607467332037,58118.81809968145,19372.939366560484,168814.69684876403,13173.85606937439,253222.04527314604,84407.34842438201,BENIGN
3389,4704609.226217151,1,1455.7226112261226,1986.3931703947205,48.96859814960628,1093.8045760918235,71.20078642019809,4694244.490536594,4694244.490536594,5501.959626099881,11182660.617958987,897570.6500664933,1,0,20,1.0440391876822657,20.537819665753467,2368.814187683844,0,0,1,1,1,0,0.5507605199108885,1093.8045760918235,406.2906849673027,8.148275658526323,172.1666036307241,1,1455.7226112261226,8756.204121360419,3,20.47237020815587,127636.99194255174,6192.5186657040285,191455.48791382762,63818.49597127587,666742.6238772747,23414.09817619517,1000113.935815912,333371.31193863734,Heartbleed
443,2843785.06040321,10,3335.031527255229,556.768004004936,41.530327296525904,335.1161697671759,163.37519917899218,2501938.3663581796,250193.83663581795,1343.7610503353355,611795.1931721569,66663.39011594714,1,0,200,4.8263506384146515,22.37520112910568,767.399470001822,0,0,0,1,1,0,0.47515729514588767,335.1161697671759,97.68568373060802,1.5156621855388839,6.761007451399756,10,3335.031527255229,9181.27731972203,5,13.203739951796369,75051.80834804704,4958.947622188347,112577.71252207056,37525.90417402352,236665.9307313017,18957.075753976427,354998.89609695255,118332.96536565085,BENIGN
3306,2972298.8961301143,9,3282.0982108008097,575.0157746261674,30.600652114126653,236.33128981661903,111.04608134010189,2447491.6803312073,271943.5200368008,817.6096452068375,664890.6416520592,22057.905988752766,0,0,180,8.573538388475653,34.85714079149647,698.9000503493938,0,0,0,1,0,0,1.1209645451984298,236.33128981661903,75.75574598513533,2.9706338377771577,67.21910654781053,9,3282.0982108008097,11302.076608435807,5,19.30889942849622,43890.105463736705,4817.358873933268,65835.15819560506,21945.052731868353,142367.85641981356,19771.04186613336,213551.78462972032,71183.92820990678,BENIGN
443,2433938.050032556,7,2582.1622158771447,235.48286049912184,47.200700827037146,163.82230616094893,67.43039114687807,2183212.9706144365,311887.5672306338,853.4293800522901,615794.3721695847,42273.485419632234,0,0,140,4.432755661607114,36.12384497688505,472.6012462219063,1,0,1,0,1,0,1.8066778715493048,163.82230616094893,98.9264950170376,3.249166517923181,55.33908350444896,7,2582.1622158771447,8796.087820068316,6,21.07753807075112,75432.73283232343,11552.247363901912,113149.09924848514,37716.36641616171,98471.77444410868,24440.133742960556,147707.661666163,49235.88722205434,BENIGN
53,1631863.4417308322,10,3412.425828029887,470.42351194700893,53.04506003393602,248.20833742548143,100.77849172666798,1327802.6325572843,132780.26325572844,1078.02880825773,323291.73038897687,35118.91548731619,1,0,200,5.949048499232463,35.41323433047203,461.9128209395625,0,0,0,1,1,0,0.3712886057797746,248.20833742548143,95.64020624260402,1.5093034023096763,46.65330084993419,10,3412.425828029887,4681.044671130977,3,23.284228834928612,44357.90723900253,5855.9415440940675,66536.8608585038,22178.953619501266,186724.45694214903,18932.628448810203,280086.6854132236,93362.22847107452,BENIGN
80,1791794.2608765662,37,17527.142202970903,742.0441080008451,46.30773423337981,331.0941138106879,64.69415134556046,1994963.5586012052,53917.93401624879,423.92991745709134,90458.14871892778,13882.21276774364,0,0,740,12.451660326461262,33.54923798506816,720.5954311573628,0,0,0,1,0,0,0.6128197441919878,331.0941138106879,115.81777986869854,2.601654960314476,12.688414666302933,37,17527.142202970903,5790.2867272686235,20,12.430791472958658,39279.55295012667,4229.605858958082,58919.32942519001,19639.776475063336,172060.5261581949,13872.052888171958,258090.78923729237,86030.26307909745,Botnet
21,526329.3503369361,81,13122.708978050188,441.3589669561577,47.89677695785753,145.03937058224193,62.40863525571655,525179.4902798829,6483.697410862752,101.95443017399381,14796.143071531757,357.1360828737503,1,0,1620,34.19944210257662,29.152466344568865,351.33150688704785,0,0,0,1,1,0,1.3663160897028757,145.03937058224193,67.960581394917,0.4633833352026837,24.591844760490538,81,13122.708978050188,10037.371167755045,35,13.634805829239173,45847.35800071436,4082.0599655844962,68771.03700107154,22923.67900035718,218124.4010296606,26919.329410550836,327186.6015444909,109062.2005148303,Brute Force
443,1780268.2433265548,7,2121.2693673188273,529.8149814359803,68.42104436112793,343.18141250986406,62.43058137921069,1829196.4526777193,261313.7789539599,143.00567943193983,569527.3394620493,46862.55013709908,0,0,140,6.068704003718346,25.429040706500466,611.4985443881768,0,0,0,0,1,0,2.124392402341451,343.18141250986406,65.53164443208198,2.9495042333093435,36.726136308494446,7,2121.2693673188273,6373.871817761651,7,22.541752657174975,40278.45635076692,6569.0683250709935,60417.684526150384,20139.22817538346,142934.08045590488,26193.38487507162,214401.12068385733,71467.04022795244,BENIGN
23,649834.891393299,76,15330.283450887726,291.00703381726447,39.9273655941819,145.15765587485103,52.41283110254016,555765.6365180806,7312.705743658956,100.03540216716999,15644.72122753766,2567.2178150555183,0,0,1520,52.881395998541265,28.646616851395766,311.8949839617245,0,0,0,0,0,0,0.7999326026208596,145.15765587485103,118.88768932292012,0.23692765205203004,38.357397222367524,76,15330.283450887726,4350.999194429385,43,20.30523932055634,34897.333301641935,3276.624314631341,52345.9999524629,17448.666650820967,108792.88587097716,18971.251895570356,163189.32880646572,54396.44293548858,Brute Force
21,1942098.2450141169,13,5398.231663874634,485.27782221240153,30.707589373051174,232.38914034055807,51.287733105356274,1898488.8155083775,146037.6011929521,937.964054288151,232558.8405239657,9355.256518532722,1,0,260,4.021320077107016,34.110320463149876,675.4778118002882,1,0,0,1,1,0,1.5081763170747458,232.38914034055807,61.40036043801733,3.2281488456482568,70.93576190729394,13,5398.231663874634,6155.477677202603,2,23.18019092393413,49823.00485757258,1697.9246059341517,74734.50728635887,24911.50242878629,326931.410802663,13837.021917587084,490397.1162039945,163465.7054013315,BENIGN
23,267626.4678666444,579,42294.17037466881,38.18963253778661,48.2850016737675,11.657928528861866,119.32471283388834,220146.87936761408,380.21913534993797,18.42826732346591,483.46587547955,120.84247010185041,0,0,11580,287.368001737844,41.6129894196816,289.5956696120335,0,1,1,0,1,0,1.28567617883761,11.657928528861866,22.18172189549542,1.719845188127192,1.9686742005345632,579,42294.17037466881,8022.903723238619,321,23.195338185556306,2051.4439550703282,3589.1542899684036,3077.1659326054923,1025.7219775351641,20662.67853696365,27697.964597156664,30994.017805445474,10331.339268481825,DDoS
53,663050.099616978,257,30781.511475579617,293.6655525741751,36.382308879025544,131.62864916157028,113.65386694701803,651919.7073758573,2536.652557882713,52.754507485252326,4172.4982257522415,670.1781809777468,0,0,5140,137.33758100160105,28.526687838349385,476.1566934703013,0,1,1,0,0,0,1.556725693358994,131.62864916157028,29.839980002873403,0.9328142611867436,43.121887201797975,257,30781.511475579617,9080.212657627571,149,19.136159531444317,12345.082573627978,7988.880294417988,18517.623860441967,6172.541286813989,64601.781364932074,21232.86390148575,96902.67204739811,32300.890682466037,DoS
23,1707405.7755364943,17,3940.1013609549664,528.9665312114379,35.091179341507036,428.9492550824714,98.4241642581529,1297180.4235849422,76304.73079911424,646.8229031656801,163074.71096170697,15743.681278571767,0,0,340,5.102121639820093,8.409679913002599,544.3537834690524,0,0,0,1,1,0,1.3377622617606726,428.9492550824714,131.47112284178712,1.2257624553820177,54.99263599259159,17,3940.1013609549664,5821.2704501482,3,17.165454798379237,54162.51499803496,4819.191102284999,81243.77249705244,27081.25749901748,168880.08973643367,18926.221242713906,253320.1346046505,84440.04486821684,BENIGN
23,1405805.572700865,12,4296.285706403909,613.0392137050328,44.19009311207074,203.97962073118953,130.08415386886898,1351509.4179117954,112625.78482598295,972.4008502588232,158068.28058492055,17822.56431699589,0,0,240,3.627554893696714,16.973666306208585,399.5812769915374,1,0,0,1,0,0,1.295083427480876,203.97962073118953,116.54839463064982,2.529396563804446,35.951377728686175,12,4296.285706403909,4452.360221213422,6,23.20499310094549,52369.27289494363,3688.3743385406287,78553.90934241544,26184.636447471814,170157.4667395074,34196.36229299522,255236.2001092611,85078.7333697537,BENIGN
80,1445381.4331984962,12,2081.0728670151584,430.7846603613138,39.07886252914571,242.8510159557409,122.12355132207375,1058841.4463325264,88236.7871943772,1003.5735844132754,270283.85075911885,3785.509179456201,1,0,240,4.218801383010766,27.9893615512985,744.5578549856123,0,0,0,1,1,0,0.7198317579665301,242.8510159557409,153.6284531914025,0.7812457580740371,56.288301900773284,12,2081.0728670151584,6318.369221453019,4,27.90259832360742,47767.23377555483,2353.6658098863745,71650.85066333224,23883.616887777414,307495.7400183608,7288.686873164841,461243.6100275412,153747.8700091804,BENIGN
21,3076733.963585439,13,5106.981701178712,484.4940624795245,42.74564023096331,224.4987796741744,75.38211881946617,2756327.4592072642,212025.18916978955,580.1671665261928,411791.1116640727,87842.98814446965,0,0,260,7.013280296463156,26.831858391106028,640.0371496363548,0,0,0,0,0,0,1.0030240156255066,224.4987796741744,201.8655506701721,2.4643857636902036,101.12184368657663,13,5106.981701178712,6686.747967517275,5,17.360728972321418,44916.831670411186,2209.590771750292,67375.24750561678,22458.415835205593,115615.91583722751,17649.872779493406,173423.87375584128,57807.957918613756,BENIGN
8080,284638.42623658176,624,33522.44370791564,106.40080922952106,28.210381509601113,43.17055688875777,59.61357532718203,252253.10477358065,404.2517704704818,23.488951349874736,964.5298949300093,44.97390195375821,0,0,12480,206.37965741364218,31.751699549355102,83.94440149287581,0,1,1,0,1,0,0.6187437949805321,43.17055688875777,47.281880911084414,0.8118463571568653,1.7405274512165079,624,33522.44370791564,11650.738177555206,306,20.758928966788943,9001.703959194287,5278.883237352136,13502.555938791429,4500.851979597143,58084.57280161274,14789.124670905974,87126.85920241912,29042.28640080637,DDoS
3389,1680711.9048114892,7,1660.824178144441,280.55399537317305,22.727398187589213,298.26997658131086,30.259286639308044,1531372.5351130734,218767.50501615336,947.0451076033667,352521.1454114488,73945.41477999555,1,0,140,3.0038314151068928,30.580625040304138,309.16132802488283,0,0,0,1,1,0,0.8982510373329085,298.26997658131086,124.40490422051238,0.2291253727947118,73.25192535045527,7,1660.824178144441,7704.619206841784,4,29.91811940947285,65035.78457987562,6673.703968780305,97553.67686981343,32517.89228993781,207196.0810192188,13196.64527747644,310794.1215288282,103598.0405096094,BENIGN
80,1796346.6638407577,18,5462.716183815391,773.6319540004318,36.99231650777169,314.9842846314476,44.620326041856096,1797567.393498043,99864.85519433573,952.3599448827421,204187.71542866118,23104.92255110752,1,0,360,3.493475347246877,38.041777615043884,894.7830626517018,0,0,0,1,1,0,0.9806305719884042,314.9842846314476,79.57582418704447,1.5767398423050514,18.007597945982777,18,5462.716183815391,10323.111102549441,3,22.121697465127163,44715.63555349578,6975.167253568664,67073.45333024366,22357.81777674789,163175.82187523207,5452.984283949932,244763.73281284812,81587.91093761603,BENIGN
8080,520338.4884748913,244,19098.893668322144,121.22811440404094,35.5038516073295,27.91710003821946,102.9154989634709,477605.48179339117,1957.399515546685,44.38018239797602,2713.6139490875494,321.6557403537165,0,0,4880,73.11125113423621,21.61183470703292,89.99975732807937,0,1,0,0,1,0,1.5035664343743416,27.91710003821946,83.47376085249208,2.7024359067497365,20.611771054978327,244,19098.893668322144,8847.44411186793,120,16.9271284106902,13609.242882295319,4338.989522781295,20413.864323442976,6804.621441147659,98799.43911538128,35214.451959412116,148199.1586730719,49399.71955769064,DoS
443,1968626.6580156623,17,5483.665986520759,540.0006736731085,33.50303149624316,209.24087713341635,81.45550435445715,1712690.5418674126,100746.50246278898,998.6822473446986,146427.5409773752,16989.0866498796,0,0,340,3.734247982026194,26.88126583589444,492.4433456526438,0,0,0,0,0,0,0.9162899931774722,209.24087713341635,29.745907900798983,0.703363326192894,61.259391525966265,17,5483.665986520759,9637.72425459713,5,18.368949509715826,75243.01158552711,5135.231308489038,112864.51737829068,37621.50579276356,139487.70800180547,8478.434128816087,209231.5620027082,69743.85400090273,BENIGN
